OA,Super Group,Super Group Name,Group,Group Name,Sub Group,Local Authority
E00010465,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010466,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010467,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010468,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1c,Haringey
E00010469,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1c,Haringey
E00010470,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Haringey
E00010471,E,City Vibe,E1,City & student fringe,E1b,Haringey
E00010472,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Haringey
E00010473,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1c,Haringey
E00010474,C,Settled Asians,C1,Asian owner occupiers,C1a,Haringey
E00010475,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1c,Haringey
E00010476,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010477,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1c,Haringey
E00010478,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010479,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010480,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010481,C,Settled Asians,C1,Asian owner occupiers,C1a,Haringey
E00010482,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Haringey
E00010483,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010484,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010485,C,Settled Asians,C1,Asian owner occupiers,C1a,Haringey
E00010486,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010487,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010488,E,City Vibe,E1,City & student fringe,E1b,Haringey
E00010489,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010490,E,City Vibe,E1,City & student fringe,E1b,Haringey
E00010491,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010492,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010493,E,City Vibe,E1,City & student fringe,E1a,Haringey
E00010494,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010495,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010496,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010497,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010498,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010499,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010500,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010501,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010502,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010503,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010504,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010505,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010506,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010507,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010508,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010509,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010510,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010511,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010512,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010513,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Haringey
E00010514,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010515,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010516,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010517,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Haringey
E00010518,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Haringey
E00010519,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010520,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010521,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010522,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Haringey
E00010523,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010524,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010525,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010526,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010527,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Haringey
E00010528,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Haringey
E00010529,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010530,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010531,E,City Vibe,E1,City & student fringe,E1a,Haringey
E00010532,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010533,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010534,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010535,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010536,E,City Vibe,E1,City & student fringe,E1b,Haringey
E00010537,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010538,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010539,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Haringey
E00010540,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010541,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010542,E,City Vibe,E1,City & student fringe,E1b,Haringey
E00010543,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010544,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010545,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010546,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010547,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010548,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010549,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010550,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010551,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Haringey
E00010552,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Haringey
E00010553,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010554,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Haringey
E00010555,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010556,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010557,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010558,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010559,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010560,E,City Vibe,E1,City & student fringe,E1b,Haringey
E00010561,E,City Vibe,E1,City & student fringe,E1b,Haringey
E00010562,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010563,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010564,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010565,E,City Vibe,E1,City & student fringe,E1b,Haringey
E00010566,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00010567,E,City Vibe,E1,City & student fringe,E1b,Haringey
E00010568,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00165800,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00170297,D,Urban Elites,D2,City central,D2b,Haringey
E00170298,D,Urban Elites,D1,Educational advantage,D1c,Haringey
E00170299,F,London Life-Cycle,F1,City enclaves,F1b,Haringey
E00170300,E,City Vibe,E2,Graduation occupation,E2a,Haringey
E00170301,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Haringey
E00170302,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Haringey
E00170303,F,London Life-Cycle,F2,Affluent suburbs,F2a,Haringey
E00170304,D,Urban Elites,D1,Educational advantage,D1c,Haringey
E00170305,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Haringey
E00170306,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00170307,D,Urban Elites,D1,Educational advantage,D1c,Haringey
E00170308,D,Urban Elites,D1,Educational advantage,D1c,Haringey
E00170309,F,London Life-Cycle,F2,Affluent suburbs,F2a,Haringey
E00170310,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Haringey
E00170311,E,City Vibe,E1,City & student fringe,E1b,Haringey
E00170312,E,City Vibe,E2,Graduation occupation,E2b,Haringey
E00170313,D,Urban Elites,D2,City central,D2c,Haringey
E00170314,D,Urban Elites,D1,Educational advantage,D1c,Haringey
E00170315,D,Urban Elites,D1,Educational advantage,D1c,Haringey
E00170316,D,Urban Elites,D1,Educational advantage,D1c,Haringey
E00170317,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00170318,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Haringey
E00170319,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00170320,D,Urban Elites,D2,City central,D2a,Haringey
E00170321,D,Urban Elites,D1,Educational advantage,D1c,Haringey
E00170322,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00170323,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Haringey
E00170324,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Haringey
E00010569,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010570,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010571,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010572,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010573,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010574,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010575,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010576,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010577,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010578,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010579,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010580,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010581,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010582,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010583,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010584,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010585,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010586,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010587,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010588,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010589,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010590,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010591,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010592,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010593,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010594,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010595,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010596,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010597,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010598,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Harrow
E00010599,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010600,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010601,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010602,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010603,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010604,D,Urban Elites,D2,City central,D2a,Harrow
E00010605,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010606,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010607,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010608,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010609,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010610,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010611,A,Intermediate Lifestyles,A2,Suburban localities,A2a,Harrow
E00010612,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010613,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010614,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010615,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010616,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010617,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010618,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010619,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010623,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010624,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010625,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010626,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010627,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010628,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010629,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010630,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010631,C,Settled Asians,C2,Transport service workers,C2a,Harrow
E00010632,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010633,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010634,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010635,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010636,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010637,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010638,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010639,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010640,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010641,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010642,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010643,C,Settled Asians,C2,Transport service workers,C2a,Harrow
E00010644,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010645,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010646,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010647,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010648,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010649,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010650,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010651,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010652,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010653,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010654,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010655,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010656,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010657,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010658,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010659,D,Urban Elites,D1,Educational advantage,D1c,Harrow
E00010660,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010661,D,Urban Elites,D1,Educational advantage,D1c,Harrow
E00010662,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010663,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010664,E,City Vibe,E1,City & student fringe,E1b,Harrow
E00010665,D,Urban Elites,D2,City central,D2a,Harrow
E00010666,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010668,E,City Vibe,E1,City & student fringe,E1b,Harrow
E00010669,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010670,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010671,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010672,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010673,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010674,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010675,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010676,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010677,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010678,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010679,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010680,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010681,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010682,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010683,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010684,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010685,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010686,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010687,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010688,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010689,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010690,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010691,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010692,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010693,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010694,F,London Life-Cycle,F1,City enclaves,F1a,Harrow
E00010695,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010696,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010697,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010698,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010699,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010700,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010701,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010702,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010703,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010704,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010705,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010706,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010707,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010708,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010709,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Harrow
E00010710,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010711,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010712,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010713,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010714,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010715,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010716,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010717,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010718,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010719,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010720,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010721,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010722,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010723,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010724,F,London Life-Cycle,F1,City enclaves,F1a,Harrow
E00010725,F,London Life-Cycle,F1,City enclaves,F1a,Harrow
E00010726,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010727,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010728,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010729,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010730,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010731,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010732,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010733,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010734,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010735,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Harrow
E00010736,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010737,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010738,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010739,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010740,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010741,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010742,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010743,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010744,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010745,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010746,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010747,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Harrow
E00010748,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010749,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010750,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010751,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010752,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010753,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010754,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010755,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010756,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010757,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Harrow
E00010758,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010759,A,Intermediate Lifestyles,A2,Suburban localities,A2b,Harrow
E00010760,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010761,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010762,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010763,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010764,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010765,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010766,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010767,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010768,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010769,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010770,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010771,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010772,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010773,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Harrow
E00010774,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010775,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010776,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010777,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010778,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010779,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010780,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010781,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010782,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010783,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010784,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010785,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Harrow
E00010786,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010787,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Harrow
E00010788,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010789,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010790,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010791,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010792,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010793,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010794,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010795,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010796,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010797,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010798,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010799,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010800,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010801,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010802,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010803,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010804,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010805,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010806,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010807,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010808,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010809,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010810,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010811,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010812,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010813,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
