"","name","type","geometry"
"1476","Pub: Kleinod","nightlife",c(13.4510788, 52.4716083)
"1477","Pub: M&M Lounge","nightlife",c(13.506701, 52.4462838)
"1478","Pub: Linus","nightlife",c(13.4470283, 52.4749797)
"1479","Pub: Bierbaum 2","nightlife",c(13.4374527, 52.4827831)
"1480","Pub: Kummerkasten","nightlife",c(13.3952687, 52.5826357)
"1481","Pub: Mistral","nightlife",c(13.3335785, 52.5606153)
"1482","Pub: Zum Busbahnhof","nightlife",c(13.3362415, 52.5591257)
"1483","Pub: KiKi","nightlife",c(13.3421564, 52.5557667)
"1484","Pub: Zum Magendoktor","nightlife",c(13.4508845, 52.4739694)
"1485","Pub: Keglerheim","nightlife",c(13.4521504, 52.474417)
"1486","Pub: Libero","nightlife",c(13.464128, 52.5288152)
"1487","Pub: Das Bierlokal zum Umsteiger","nightlife",c(13.4312235, 52.4679582)
"1488","Pub: Lahn-Eck","nightlife",c(13.4422653, 52.4676258)
"1489","Pub: Avalon","nightlife",c(13.4727386, 52.5122617)
"1490","Pub: Rosencafé","nightlife",c(13.5891986, 52.5394894)
"1491","Pub: Zum guten Happen","nightlife",c(13.4799764, 52.5028556)
"1492","Pub: Warthe-Eck","nightlife",c(13.429517, 52.4701667)
"1493","Pub: Zum Tönnchen","nightlife",c(13.4452585, 52.4793894)
"1494","Pub: Stammtisch","nightlife",c(13.4430422, 52.4824359)
"1495","Pub: Capital Beach","nightlife",c(13.3711572, 52.5225871)
"1496","Pub: Kohlenquelle","nightlife",c(13.4080596, 52.5491592)
"1497","Pub: Rothenburg-Eck","nightlife",c(13.319831, 52.4594455)
"1498","Pub: Marabu Bar","nightlife",c(13.4382671, 52.4974322)
"1499","Pub: Kilkenny Irish Pub","nightlife",c(13.4017947, 52.5223799)
"1500","Pub: The Irish Times","nightlife",c(13.3979786, 52.511301)
"1501","Pub: General Post Office","nightlife",c(13.3181406, 52.461251)
"1502","Pub: Schwarz Sauer","nightlife",c(13.409927, 52.5390376)
"1503","Pub: Zum böhmischen Dorf","nightlife",c(13.4259409, 52.4923371)
"1504","Pub: [f.u.c.]-Bar","nightlife",c(13.4697658, 52.5115322)
"1505","Pub: Zum Igel","nightlife",c(13.4752513, 52.5120523)
"1506","Pub: Malina","nightlife",c(13.4691884, 52.5123771)
"1507","Pub: Fischladen","nightlife",c(13.4619369, 52.5170566)
"1508","Pub: Alois S.","nightlife",c(13.4235822, 52.5437564)
"1509","Pub: Clash","nightlife",c(13.3886481, 52.4919098)
"1510","Pub: Café Kent 3","nightlife",c(13.423336, 52.4799669)
"1511","Pub: Mahlower Klause","nightlife",c(13.423404, 52.4797319)
"1512","Pub: Manifest Taproom","nightlife",c(13.408481, 52.5392219)
"1513","Pub: Gute Laune","nightlife",c(13.4543612, 52.4884309)
"1514","Pub: Else","nightlife",c(13.454073, 52.4886472)
"1515","Pub: Sylvia's Tagesbar","nightlife",c(13.5148405, 52.5057691)
"1516","Pub: Alte Wäscherei","nightlife",c(13.4382938, 52.5436637)
"1517","Pub: Bistro Melody","nightlife",c(13.2754091, 52.5363843)
"1518","Pub: Hansa Stuben","nightlife",c(13.2834174, 52.5870395)
"1519","Pub: Muschi Obermaier","nightlife",c(13.3976413, 52.5295841)
"1520","Pub: Krüger Eck","nightlife",c(13.4680338, 52.509529)
"1521","Pub: Bar Fabrik","nightlife",c(13.2787831, 52.5883864)
"1522","Pub: Wikinger Eck","nightlife",c(13.3306391, 52.5212545)
"1523","Pub: U-Bahn-Quelle","nightlife",c(13.5120817, 52.5071178)
"1524","Pub: Wendel","nightlife",c(13.443511, 52.5005219)
"1525","Pub: Die Bar","nightlife",c(13.4153372, 52.5478122)
"1526","Pub: Speiche's Rock- und Blueskneipe","nightlife",c(13.4164842, 52.543759)
"1527","Pub: Bistro Nord","nightlife",c(13.3747602, 52.5422375)
"1528","Pub: Besenkammer","nightlife",c(13.4123199, 52.5206393)
"1529","Pub: Sepp Maiers 2raumwohnung","nightlife",c(13.4457302, 52.5502616)
"1530","Pub: Zum fröhlichen Zecher","nightlife",c(13.2026191, 52.5428315)
"1531","Pub: Mutter","nightlife",c(13.35252, 52.4949883)
"1532","Pub: Take Off","nightlife",c(13.4893052, 52.5421291)
"1533","Pub: Salt n Bone","nightlife",c(13.41987, 52.54405)
"1534","Pub: SECO Kiezkneipe","nightlife",c(13.494476, 52.5446501)
"1535","Pub: Evi's Hansa-Treff","nightlife",c(13.4914295, 52.5580602)
"1536","Pub: Watt","nightlife",c(13.4158896, 52.5313827)
"1537","Pub: Bornholmer Hütte","nightlife",c(13.4117641, 52.5535321)
"1538","Pub: Musik Cafe","nightlife",c(13.2719257, 52.5380187)
"1539","Pub: Bärenklause","nightlife",c(13.4105072, 52.3862139)
"1540","Pub: Lichtenrader Eck","nightlife",c(13.4009402, 52.4142578)
"1541","Pub: August Fengler","nightlife",c(13.4150919, 52.5417309)
"1542","Pub: Möbel Olfe","nightlife",c(13.4174433, 52.5000581)
"1543","Pub: Beussel 71","nightlife",c(13.328433, 52.5284371)
"1544","Pub: Zum Biermichel","nightlife",c(13.3966752, 52.5369721)
"1545","Pub: Rixdorfer","nightlife",c(13.4400849, 52.4814769)
"1546","Pub: Zum Bierseidel","nightlife",c(13.4459477, 52.4373612)
"1547","Pub: Souterrain","nightlife",c(13.4071306, 52.5859153)
"1548","Pub: Polski Bar","nightlife",c(13.4276225, 52.4821821)
"1549","Pub: Sandmann","nightlife",c(13.4293293, 52.4821056)
"1550","Pub: Bierpause","nightlife",c(13.392604, 52.4874557)
"1551","Pub: etc.","nightlife",c(13.419811, 52.5342441)
"1552","Pub: Zum Happen","nightlife",c(13.4970568, 52.5083062)
"1553","Pub: Beim Dicken","nightlife",c(13.3874114, 52.5524265)
"1554","Pub: Cafe Memoli","nightlife",c(13.547241, 52.5299438)
"1555","Pub: Bierstube bei Birgit","nightlife",c(13.4983676, 52.5098608)
"1556","Pub: Sux","nightlife",c(13.4407517, 52.4833036)
"1557","Pub: Bierbaum 1","nightlife",c(13.4393506, 52.4735564)
"1558","Pub: Joker","nightlife",c(13.3516249, 52.5409285)
"1559","Pub: Habel","nightlife",c(13.2815803, 52.4775927)
"1560","Pub: Zum Dortmunder","nightlife",c(13.2929112, 52.4743076)
"1561","Pub: Hienerwadel","nightlife",c(13.2630838, 52.5146178)
"1562","Pub: Westend-Klause","nightlife",c(13.2599006, 52.5165569)
"1563","Pub: Hopfenreich","nightlife",c(13.4392757, 52.4995608)
"1564","Pub: Übereck","nightlife",c(13.4232793, 52.5369354)
"1565","Pub: Uluru Resort","nightlife",c(13.4212532, 52.5369781)
"1566","Pub: Gaststätte Astra","nightlife",c(13.5085055, 52.4454096)
"1567","Pub: Zoulou Bar","nightlife",c(13.359534, 52.4899871)
"1568","Pub: Ooh-ase","nightlife",c(13.2026625, 52.5477417)
"1569","Pub: Trespassers","nightlife",c(13.408588, 52.5312212)
"1570","Pub: Treffer Bar","nightlife",c(13.4947803, 52.5045704)
"1571","Pub: Vereinsheim Roseneck","nightlife",c(13.4209446, 52.448603)
"1572","Pub: Guter Wille","nightlife",c(13.4164347, 52.4460161)
"1573","Pub: Edisoneck","nightlife",c(13.5129334, 52.467153)
"1574","Pub: Celtic Cottage Irish Pub","nightlife",c(13.323568, 52.464606)
"1575","Pub: Aufsturz","nightlife",c(13.3920254, 52.5249923)
"1576","Pub: Zur Tulpe","nightlife",c(13.3285807, 52.4686144)
"1577","Pub: Milch & Soda","nightlife",c(13.3072318, 52.5040761)
"1578","Pub: Visite ma tente","nightlife",c(13.4109794, 52.5330218)
"1579","Pub: Lohrentz-Eck","nightlife",c(13.4384465, 52.5412172)
"1580","Pub: Duckys","nightlife",c(13.3863238, 52.4422265)
"1581","Pub: Cafe Palme","nightlife",c(13.4866048, 52.5040468)
"1582","Pub: Schrösel’s","nightlife",c(13.4984679, 52.4189439)
"1583","Pub: Treffpunkt","nightlife",c(13.3749419, 52.5479173)
"1584","Pub: Cafe Outlaw","nightlife",c(13.5062967, 52.4027378)
"1585","Pub: Degendorff","nightlife",c(13.451997, 52.5192012)
"1586","Pub: QSENK","nightlife",c(13.3750331, 52.5471156)
"1587","Pub: Biertreff","nightlife",c(13.3820325, 52.5523049)
"1588","Pub: Wilde 13","nightlife",c(13.459003, 52.5120944)
"1589","Pub: Zur weißen Kastanie","nightlife",c(13.2962363, 52.514126)
"1590","Pub: Berliner Bier-Akademie","nightlife",c(13.3351547, 52.4982545)
"1591","Pub: Alcatraz","nightlife",c(13.3509235, 52.5308662)
"1592","Pub: Bierbaum 3","nightlife",c(13.4230016, 52.4755065)
"1593","Pub: Mauerblümchen","nightlife",c(13.4161771, 52.5532013)
"1594","Pub: Falken-Eck","nightlife",c(13.185036, 52.5476845)
"1595","Pub: Soulcat","nightlife",c(13.4318059, 52.4879593)
"1596","Pub: Silverfuture","nightlife",c(13.4302103, 52.4880316)
"1597","Pub: Wackelkontakt","nightlife",c(13.398653, 52.580188)
"1598","Pub: Baude 38","nightlife",c(13.3268079, 52.4868822)
"1599","Pub: Gaststätte Mc. Hase","nightlife",c(13.4028303, 52.5860109)
"1600","Pub: Global Bar 21","nightlife",c(13.5492434, 52.4382195)
"1601","Pub: Döner Café bei Ecki","nightlife",c(13.5472819, 52.4353895)
"1602","Pub: Zum Elefanten","nightlife",c(13.4237238, 52.5001721)
"1603","Pub: Zum Goldenen Hahn","nightlife",c(13.4234541, 52.5005464)
"1604","Pub: Nova","nightlife",c(13.4133007, 52.4913935)
"1605","Pub: Panorama Cafe","nightlife",c(13.4682098, 52.5284237)
"1606","Pub: mini.mal","nightlife",c(13.4639097, 52.5164827)
"1607","Pub: Zaza","nightlife",c(13.4100306, 52.5391125)
"1608","Pub: Bar Gagarin","nightlife",c(13.4189127, 52.5348311)
"1609","Pub: Eiskristall","nightlife",c(13.5598712, 52.5554204)
"1610","Pub: Lucky Inn","nightlife",c(13.554491, 52.545914)
"1611","Pub: Holland Mühle","nightlife",c(13.3419835, 52.4504132)
"1612","Pub: Am Klinikum","nightlife",c(13.3153846, 52.4432853)
"1613","Pub: Goldesel","nightlife",c(13.295121, 52.515503)
"1614","Pub: Robby's Pub","nightlife",c(13.2738172, 52.4345335)
"1615","Pub: Kaputter Heinrich","nightlife",c(13.3503926, 52.5321889)
"1616","Pub: Perlou","nightlife",c(13.350999, 52.5325355)
"1617","Pub: Zur gemütlichen Ecke","nightlife",c(13.3501692, 52.5341205)
"1618","Pub: Mango","nightlife",c(13.3508033, 52.5328246)
"1619","Pub: Pfeffereule","nightlife",c(13.3813025, 52.4742834)
"1620","Pub: milchbar","nightlife",c(13.4265813, 52.499713)
"1621","Pub: Fan Sportsbar","nightlife",c(13.3230866, 52.4891248)
"1622","Pub: Victoria Stadler","nightlife",c(13.470557, 52.5061937)
"1623","Pub: 39 Bar","nightlife",c(13.4171159, 52.5019816)
"1624","Pub: Trödler","nightlife",c(13.4167119, 52.5009638)
"1625","Pub: würgeengel","nightlife",c(13.4166163, 52.5010826)
"1626","Pub: Schmitz Katze","nightlife",c(13.4141534, 52.5025802)
"1627","Pub: Saz Bar","nightlife",c(13.4182873, 52.5006612)
"1628","Pub: Trinkteufel","nightlife",c(13.4200632, 52.5021088)
"1629","Pub: Club der polnischen Versager","nightlife",c(13.3971717, 52.5298409)
"1630","Pub: Schokoladen","nightlife",c(13.3972037, 52.5297465)
"1631","Pub: Am Park","nightlife",c(13.3349228, 52.5255633)
"1632","Pub: Zacka's Kneipchen","nightlife",c(13.4980555, 52.5010881)
"1633","Pub: Gastón","nightlife",c(13.4355816, 52.4861203)
"1634","Pub: Wirtshaus Wuppke","nightlife",c(13.317333, 52.5065489)
"1635","Pub: Fuchsbau","nightlife",c(13.4194169, 52.4956167)
"1636","Pub: Bierlokal ""zum Aga""","nightlife",c(13.4979234, 52.5138683)
"1637","Pub: Style","nightlife",c(13.4365934, 52.5115283)
"1638","Pub: USCHI nation","nightlife",c(13.4351723, 52.4943136)
"1639","Pub: Bar 11","nightlife",c(13.43133, 52.4973914)
"1640","Pub: Bierstube Freiaplatz","nightlife",c(13.4987913, 52.5155198)
"1641","Pub: Panenka","nightlife",c(13.4696129, 52.511705)
"1642","Pub: Ufer-Café","nightlife",c(13.3578376, 52.5390911)
"1643","Pub: Birkeneck","nightlife",c(13.2933653, 52.4887904)
"1644","Pub: Ratzeputz","nightlife",c(13.4372685, 52.4852855)
"1645","Pub: Holzwurm","nightlife",c(13.3311027, 52.528319)
"1646","Pub: Vereinsheim Ostelbien II","nightlife",c(13.4173242, 52.4488759)
"1647","Pub: Birgit's Pub","nightlife",c(13.2996125, 52.5119461)
"1648","Pub: Sportsbar","nightlife",c(13.3032856, 52.5129804)
"1649","Pub: Unikum","nightlife",c(13.3177686, 52.4821791)
"1650","Pub: Royal","nightlife",c(13.4707809, 52.5135488)
"1651","Pub: Sisyfass","nightlife",c(13.4421403, 52.4830523)
"1652","Pub: Eschschloraque Rümschrümp","nightlife",c(13.4017221, 52.5244412)
"1653","Pub: Bumerang","nightlife",c(13.4407457, 52.4620605)
"1654","Pub: BrotfabrikKneipe","nightlife",c(13.430459, 52.5526041)
"1655","Pub: Tante Lisbeth","nightlife",c(13.4316295, 52.5012522)
"1656","Pub: Bierhaus Urban","nightlife",c(13.4161111, 52.4911895)
"1657","Pub: Station Ringbahn","nightlife",c(13.2892154, 52.4981677)
"1658","Pub: multilayerladen","nightlife",c(13.4189947, 52.499973)
"1659","Pub: Cocktail-Oase","nightlife",c(13.3930814, 52.5202628)
"1660","Pub: Lagari","nightlife",c(13.4315088, 52.4905418)
"1661","Pub: Marktschenke","nightlife",c(13.4088739, 52.5225456)
"1662","Pub: Die Tagung","nightlife",c(13.4583601, 52.5095037)
"1663","Pub: Bahnhofs-Wirtschaft","nightlife",c(13.3275432, 52.4296115)
"1664","Pub: Rathaus-Klause","nightlife",c(13.3150695, 52.4286982)
"1665","Pub: Park-Eck","nightlife",c(13.4362897, 52.42371)
"1666","Pub: Swart","nightlife",c(13.3527044, 52.5280779)
"1667","Pub: Fargo","nightlife",c(13.4600447, 52.5113472)
"1668","Pub: Rote Beete","nightlife",c(13.3551758, 52.4904599)
"1669","Pub: Rosel","nightlife",c(13.428077, 52.4884324)
"1670","Pub: Otto Schruppke","nightlife",c(13.3514014, 52.4821553)
"1671","Pub: Nordkurve","nightlife",c(13.3762432, 52.5717892)
"1672","Pub: Schillers","nightlife",c(13.4234937, 52.4739654)
"1673","Pub: Zum Holzwurm","nightlife",c(13.4856591, 52.5364799)
"1674","Pub: Gelegenheiten","nightlife",c(13.439361, 52.4839891)
"1675","Pub: Shamrock Pub","nightlife",c(13.2581611, 52.4357805)
"1676","Pub: La Fontaine","nightlife",c(13.2588763, 52.4356974)
"1677","Pub: Zum Hecht","nightlife",c(13.3021887, 52.5058523)
"1678","Pub: noa","nightlife",c(13.4574067, 52.5130353)
"1679","Pub: Valentin Stüberl","nightlife",c(13.4341503, 52.4832301)
"1680","Pub: Pils Stübchen","nightlife",c(13.2534856, 52.414567)
"1681","Pub: Cafe Dogu","nightlife",c(13.4106786, 52.4994522)
"1682","Pub: Zur Hügelschanze","nightlife",c(13.1985292, 52.548388)
"1683","Pub: Café Mauerwerk","nightlife",c(13.3329009, 52.5256406)
"1684","Pub: Monarch","nightlife",c(13.4194854, 52.4992635)
"1685","Pub: Privatbrauerei am Rollberg","nightlife",c(13.431311, 52.479356)
"1686","Pub: Loch Ness","nightlife",c(13.3114454, 52.4469421)
"1687","Pub: Cafe - Casino 21","nightlife",c(13.5894805, 52.5216865)
"1688","Pub: Willy Bresch","nightlife",c(13.433102, 52.5358364)
"1689","Pub: Mokum","nightlife",c(13.4210429, 52.5393911)
"1690","Pub: Zum Friedenauer","nightlife",c(13.3289706, 52.4772205)
"1691","Pub: Veritas","nightlife",c(13.3090215, 52.5058186)
"1692","Pub: Sportklause","nightlife",c(13.3220705, 52.6159145)
"1693","Pub: Friend’s Cocktailbar","nightlife",c(13.3174074, 52.4983133)
"1694","Pub: Stadtrand Klause","nightlife",c(13.2011998, 52.5639277)
"1695","Pub: Kiek in.","nightlife",c(13.278247, 52.5773616)
"1696","Pub: Hobel Bar","nightlife",c(13.4359035, 52.4690248)
"1697","Pub: Travolta","nightlife",c(13.4293462, 52.498085)
"1698","Pub: Anna Koschke","nightlife",c(13.3982393, 52.5252864)
"1699","Pub: Gasthaus Hakenfelde","nightlife",c(13.2094583, 52.5648621)
"1700","Pub: Bräustübl","nightlife",c(13.3983911, 52.5331153)
"1701","Pub: Tarantino's Bar","nightlife",c(13.3979384, 52.5343009)
"1702","Pub: Baiz","nightlife",c(13.4127487, 52.5359479)
"1703","Pub: Yuma Bar","nightlife",c(13.4306232, 52.4876511)
"1704","Pub: Zum kleinen Moritz","nightlife",c(13.4112277, 52.5039283)
"1705","Pub: Place Clichy","nightlife",c(13.4552056, 52.5084046)
"1706","Pub: Cafe Goldrot","nightlife",c(13.3800867, 52.5714437)
"1707","Pub: Bunny's Bar","nightlife",c(13.3255542, 52.5033249)
"1708","Pub: Kachellounge 54","nightlife",c(13.4349145, 52.4859481)
"1709","Pub: Tier","nightlife",c(13.4375571, 52.4848708)
"1710","Pub: Zum Kiez-Treff","nightlife",c(13.3040151, 52.517965)
"1711","Pub: B3","nightlife",c(13.3061392, 52.5170555)
"1712","Pub: Schloßcafé","nightlife",c(13.2973374, 52.5126188)
"1713","Pub: Hacky's Pub","nightlife",c(13.3072438, 52.4465764)
"1714","Pub: Bauernstube","nightlife",c(13.4019931, 52.5564006)
"1715","Pub: Dodo","nightlife",c(13.3827905, 52.4922165)
"1716","Pub: Daggi's Einflug 1","nightlife",c(13.3205113, 52.5660453)
"1717","Pub: Oase","nightlife",c(13.425295, 52.4933655)
"1718","Pub: Zum gemütlichen Schotten","nightlife",c(13.2997227, 52.5018158)
"1719","Pub: Goldener Esel","nightlife",c(13.4335261, 52.4454949)
"1720","Pub: Die Kleine Kneipe","nightlife",c(13.2998058, 52.5169772)
"1721","Pub: Wilhelm Hoeck 1892","nightlife",c(13.3050347, 52.513878)
"1722","Pub: Freiraum","nightlife",c(13.4700086, 52.5120111)
"1723","Pub: Nante","nightlife",c(13.2287859, 52.6254178)
"1724","Pub: Dressel 85C","nightlife",c(13.2848763, 52.5085063)
"1725","Pub: Twinpigs","nightlife",c(13.4318174, 52.4805295)
"1726","Pub: Holz-Kohlen","nightlife",c(13.4346009, 52.4862529)
"1727","Pub: Eschenbräu","nightlife",c(13.3597107, 52.5434524)
"1728","Pub: Madame Claude","nightlife",c(13.4374266, 52.4996041)
"1729","Pub: Bar 3","nightlife",c(13.4146003, 52.5268851)
"1730","Pub: Wild at Heart","nightlife",c(13.4311092, 52.4974864)
"1731","Pub: Ä","nightlife",c(13.4372849, 52.4850209)
"1732","Pub: Wilde 28","nightlife",c(13.450265, 52.4892205)
"1733","Pub: Harzer Ecke Elsen","nightlife",c(13.448853, 52.485244)
"1734","Pub: Südpol","nightlife",c(13.5114302, 52.4546934)
"1735","Pub: Zur Quelle","nightlife",c(13.2140143, 52.5607565)
"1736","Pub: Face","nightlife",c(13.4168806, 52.4943427)
"1737","Pub: Dschungel","nightlife",c(13.4279315, 52.4892686)
"1738","Pub: ORi","nightlife",c(13.4280235, 52.4885969)
"1739","Pub: Schilling","nightlife",c(13.4287764, 52.4882443)
"1740","Pub: Imbiss","nightlife",c(13.4790344, 52.5030013)
"1741","Pub: imma uff","nightlife",c(13.2922491, 52.5068955)
"1742","Pub: Rio","nightlife",c(13.4723669, 52.5274097)
"1743","Pub: Dart und Sportbar Alt-Wedding","nightlife",c(13.3444244, 52.5490709)
"1744","Pub: Red & Black Bar","nightlife",c(13.3013483, 52.4944808)
"1745","Pub: Die kleine Weltlaterne","nightlife",c(13.2992906, 52.4934472)
"1746","Pub: Wirtschaftswunder","nightlife",c(13.3842479, 52.493236)
"1747","Pub: Hackethal's","nightlife",c(13.3795626, 52.5364318)
"1748","Pub: Panorama","nightlife",c(13.3288368, 52.4764566)
"1749","Pub: Taunus Eck","nightlife",c(13.3243718, 52.4736492)
"1750","Pub: Hardy’s Lounge","nightlife",c(13.2908386, 52.4711403)
"1751","Pub: Brunnenquelle","nightlife",c(13.3953961, 52.5386623)
"1752","Pub: Double In","nightlife",c(13.3971103, 52.537212)
"1753","Pub: Zur Insel","nightlife",c(13.4113931, 52.5409452)
"1754","Pub: Zum Straßenfeger","nightlife",c(13.3095429, 52.5259244)
"1755","Pub: Locke's Gondel","nightlife",c(13.3488845, 52.4892266)
"1756","Pub: Kirk","nightlife",c(13.4404044, 52.500884)
"1757","Pub: Bienenkorb","nightlife",c(13.4305565, 52.4692379)
"1758","Pub: Kadterschmiede","nightlife",c(13.4580211, 52.5179905)
"1759","Pub: La Vida","nightlife",c(13.2982428, 52.5011056)
"1760","Pub: Boelcke’s Kleines Gasthaus","nightlife",c(13.3770615, 52.482515)
"1761","Pub: Rausch Gold","nightlife",c(13.3864196, 52.4909346)
"1762","Pub: Das Gift","nightlife",c(13.4324192, 52.4840307)
"1763","Pub: Insel","nightlife",c(13.481009, 52.4867874)
"1764","Pub: Zur Putte","nightlife",c(13.4797918, 52.4764766)
"1765","Pub: Goldfisch","nightlife",c(13.3311615, 52.4640428)
"1766","Pub: Idyll","nightlife",c(13.4680142, 52.4837245)
"1767","Pub: Rock'n'Roll Herberge","nightlife",c(13.4313397, 52.5016339)
"1768","Pub: Jodelkeller","nightlife",c(13.420202, 52.5027876)
"1769","Pub: Gitti’s Bierbar","nightlife",c(13.4169088, 52.5121318)
"1770","Pub: trauerspiel bar kneipe","nightlife",c(13.4119348, 52.5451769)
"1771","Pub: Esco Bar","nightlife",c(13.4301948, 52.4684976)
"1772","Pub: Atlas","nightlife",c(13.4321975, 52.5018079)
"1773","Pub: Vögelchen","nightlife",c(13.4324301, 52.5020405)
"1774","Pub: Haselhorster Clubhouse","nightlife",c(13.2358828, 52.5417028)
"1775","Pub: Range Bar","nightlife",c(13.2936733, 52.4978039)
"1776","Pub: Artliners","nightlife",c(13.4610093, 52.5114153)
"1777","Pub: 45degrees","nightlife",c(13.3860921, 52.5589305)
"1778","Pub: Offside","nightlife",c(13.3916482, 52.5533796)
"1779","Pub: Kleiner Treffpunkt","nightlife",c(13.2461312, 52.5446596)
"1780","Pub: Kvartira Nr. 62","nightlife",c(13.4376097, 52.4998172)
"1781","Pub: Hops & Barley","nightlife",c(13.4606232, 52.5089471)
"1782","Pub: Blauer Affe","nightlife",c(13.4235786, 52.4790502)
"1783","Pub: FLAX","nightlife",c(13.4311032, 52.5358364)
"1784","Pub: Goltz Baude","nightlife",c(13.2120404, 52.5606396)
"1785","Pub: Kachel Eck","nightlife",c(13.3772462, 52.5567694)
"1786","Pub: Resonanz","nightlife",c(13.349687, 52.479236)
"1787","Pub: Zur Post","nightlife",c(13.2020233, 52.5479083)
"1788","Pub: Josef Heinrich","nightlife",c(13.6246694, 52.4481949)
"1789","Pub: Brinks","nightlife",c(13.3322029, 52.4636073)
"1790","Pub: Zum Rohreck","nightlife",c(13.2647431, 52.537454)
"1791","Pub: Am Lutherplatz","nightlife",c(13.203564, 52.5482441)
"1792","Pub: Bariton","nightlife",c(13.463958, 52.5112556)
"1793","Pub: Wein-Salon","nightlife",c(13.4633202, 52.517855)
"1794","Pub: M26","nightlife",c(13.2710816, 52.535268)
"1795","Pub: Dufte","nightlife",c(13.4429036, 52.4609787)
"1796","Pub: Sturgis","nightlife",c(13.4995249, 52.507557)
"1797","Pub: Zum Absacker","nightlife",c(13.5044103, 52.5095555)
"1798","Pub: Zukunft","nightlife",c(13.4655402, 52.5016524)
"1799","Pub: Das Hotel","nightlife",c(13.4203831, 52.4966164)
"1800","Pub: Sportsbar Normannenhütte","nightlife",c(13.4817706, 52.5163167)
"1801","Pub: Sonder-Bar","nightlife",c(13.4272904, 52.4848104)
"1802","Pub: Alibi","nightlife",c(13.5026393, 52.5062632)
"1803","Pub: Jägerheim","nightlife",c(13.506133, 52.5109094)
"1804","Pub: Schillerklause","nightlife",c(13.3183583, 52.5111959)
"1805","Pub: Schwarze Hexe","nightlife",c(13.4035633, 52.553087)
"1806","Pub: Schrill","nightlife",c(13.294972, 52.5049879)
"1807","Pub: Bar Solut","nightlife",c(13.3655805, 52.5522141)
"1808","Pub: Zum Kugelblitz","nightlife",c(13.3618698, 52.5518883)
"1809","Pub: Wesereck","nightlife",c(13.4266806, 52.4881363)
"1810","Pub: Peters Bier Bar","nightlife",c(13.4717531, 52.515319)
"1811","Pub: The Happy Pig","nightlife",c(13.4679738, 52.5066728)
"1812","Pub: Peppi Guggenheim","nightlife",c(13.4331894, 52.4842307)
"1813","Pub: Astra Stube","nightlife",c(13.4330001, 52.4844493)
"1814","Pub: O.T. Projektraum","nightlife",c(13.4347939, 52.4858576)
"1815","Pub: Supersonic","nightlife",c(13.4349348, 52.4855782)
"1816","Pub: Klein Zaches","nightlife",c(13.3513076, 52.5470535)
"1817","Pub: Honolulu","nightlife",c(13.4478989, 52.5044874)
"1818","Pub: Germania-Eck","nightlife",c(13.4299952, 52.4601083)
"1819","Pub: bei Joschi","nightlife",c(13.3447539, 52.4893481)
"1820","Pub: Damen-Salon","nightlife",c(13.4292557, 52.4909171)
"1821","Pub: Kauz & Kiebitz","nightlife",c(13.4287911, 52.4901129)
"1822","Pub: Salut!","nightlife",c(13.3534216, 52.4910645)
"1823","Pub: Zum lustigen Alfons","nightlife",c(13.428857, 52.4905689)
"1824","Pub: Nemo","nightlife",c(13.4077406, 52.5391325)
"1825","Pub: Zur Sonne","nightlife",c(13.5193436, 52.4845975)
"1826","Pub: Privatleben","nightlife",c(13.4095124, 52.5476515)
"1827","Pub: Bravo Bar","nightlife",c(13.3879215, 52.5271442)
"1828","Pub: Karlshorst Village","nightlife",c(13.5262386, 52.4833726)
"1829","Pub: Liesl","nightlife",c(13.4314508, 52.4691402)
"1830","Pub: Flair","nightlife",c(13.3763855, 52.45484)
"1831","Pub: Hedwigklause","nightlife",c(13.4485609, 52.5539108)
"1832","Pub: Dresden","nightlife",c(13.4166474, 52.501598)
"1833","Pub: Zur Mütze","nightlife",c(13.4090997, 52.5043441)
"1834","Pub: Yuppis","nightlife",c(13.4867513, 52.4655752)
"1835","Pub: Bierbrunnen an der Plumpe","nightlife",c(13.3867398, 52.5498973)
"1836","Pub: Bärenhöhle","nightlife",c(13.4148561, 52.5533322)
"1837","Pub: Brauhaus neulich","nightlife",c(13.419898, 52.4784374)
"1838","Pub: Engels","nightlife",c(13.4200344, 52.4767265)
"1839","Pub: Meta Mate Bar","nightlife",c(13.4149481, 52.5306822)
"1840","Pub: Gambrinus","nightlife",c(13.3589999, 52.5504579)
"1841","Pub: Scotch & Sofa","nightlife",c(13.4143642, 52.5327249)
"1842","Pub: Steppender Bär","nightlife",c(13.4641062, 52.5100524)
"1843","Pub: Höher's Gaststuben","nightlife",c(13.4100101, 52.5475458)
"1844","Pub: Bei Steini","nightlife",c(13.5291836, 52.4599861)
"1845","Pub: Domino","nightlife",c(13.3060051, 52.4194592)
"1846","Pub: Britta","nightlife",c(13.3353201, 52.4638078)
"1847","Pub: Café Kulturfabrik","nightlife",c(13.3592766, 52.5341991)
"1848","Pub: J.@M.one","nightlife",c(13.5790786, 52.4435066)
"1849","Pub: Bei Papa Heinz","nightlife",c(13.4260496, 52.5485031)
"1850","Pub: Kleine Kneipe","nightlife",c(13.4230492, 52.5453262)
"1851","Pub: Auszeit","nightlife",c(13.3324832, 52.4771771)
"1852","Pub: Absinth","nightlife",c(13.4231482, 52.5447917)
"1853","Pub: Bechereck","nightlife",c(13.4234165, 52.4736812)
"1854","Pub: Bar 55","nightlife",c(13.4163233, 52.5350746)
